1	Шаторольеуйгель	Satorolyeujgely=T
1	Шаторойдуйн	Satorojdujn=T
1	Шаторауст[...]	Satorauszt[...]=T
1	Шаторальониген	Satoralyonigen=T
1	Шаторальз-Уйхен	Satoralyz-Ujhen=T
1	Шаторальедигай	Satoralyedigaj=T
1	Шатеруйгегь	Saterujgegy=T
1	Шатаротхей	Satarothely=T
1	Шатарлайхей	Satarlajhely=T
1	Шасгозо	Saszgozo=T
1	Шарсонгато	Sarszongato=T
1	Шарсентмичий	Sarszentmicsij=T
1	Шарсен	Sarszen=T
1	Шарронполань	Sarronpolany=T
1	Шарпилли	Sarpilli=T
1	Шарош-урусиш	Saros-uruszis=T
1	Шарош-потьк	Saros-potyk=T
1	Шарожиоток	Sarozsiotok=T
1	Шарнудвари	Sarnudvari=T
1	Шаркор керсетури	Sarkor_kerszeturi=T
1	Шаркисуйлок	Sarkiszújlak=T
1	Шарготия	Sargotija=T
1	Шарбугар	Sarbugar=T
1	Шарборор	Sarboror=T
1	Шарбогоря	Sarbogorja=T
1	Шараш-Патап	Saras-Patap=T
1	Шаратария	Saratarija=T
1	Шапроньнеглдо	Sapronynegldo=T
1	Шаповаркот	Sapovarkot=T
1	Шаокичеч	Saokicsecs=T
1	Шанулад	Sanulad=T
1	Шандофон	Sandofon=T
1	Шандорфарово	Sandorfarovo=T
1	Шандортэтуй	Sandortetuj=T
1	Шамутарьян	Samutaryjan=T
1	Шамотириян	Samotirijan=T
1	Шаморшурд	Samorsurd=T
1	Шамеч	Samecs=T
1	Шальноромуйи	Salynoromuji=T
1	Шальготфия	Salygotfija=T
1	Шалуказниц	Salukaznic=T
1	Шаллид	Sallid=T
1	Шалкояторилн	Salkojatoriln=T
1	Шаккёрести	Sakkoreszti=T
1	Шакерфошин	Sakerfosin=T
1	Шайуриш	Sajuris=T
1	Шайулар	Sajular=T
1	Шайосегод	Sajoszegod=T
1	Шазагдеш	Sazaggyes=T
1	Шагуторевн	Sagutorevn=T
1	Шавунаган	Savunagan=T
1	Шаборойлеуйгей	Saborojleújhely=T
1	ч. Яцко Гальма	cs._Jácko_Galyma=T
1	Чююс	Csyuyusz=T
1	Чытертездолвь	Csitertezdolvy=T
1	Чысартультши	Csiszartulytsi=T
1	Чушград	Csusgrad=T
1	Чурок Болбудурцет	Csurok_Bolbudurcet=T
1	Чурлук	Csurluk=T
1	Чурконатмардон	Csurkonatmardon=T
1	Чурго Нать-канижа	Csurgo_Naty-kanizsa=T
1	Чунодон	Csunodon=T
1	Чунградмэде	Csungradmegye=T
1	Чуйде	Csujgye=T
1	Ч/словакии	Cs/szlovakii=T
1	Чоутмезервошаргей	Csoutmezervosargé=T
1	Чорметкрит	Csormetkrit=T
1	Чордон	Csordon=T
1	Чорбон	Csorbon=T
1	Чопадполота	Csopadpolota=T
1	Чоофорт	Csoofort=T
1	Чончоу	Csoncsou=T
1	Чонтовоно	Csontovono=T
1	Чонитенси	Csonitenszi=T
1	Чона Шопрон	Csona_Sopron=T
1	Чонатолберт	Csonatolbert=T
1	Чонарт-Ферсак	Csonart-Ferszak=T
1	Чонад-Болота	Csonad-Bolota=T
1	Чольтморош	Csolytmoros=T
1	Чоголд	Csogold=T
1	Чобренде	Csobrengye=T
1	Чобанешволдя	Csobanesvolgya=T
1	Чоарелдек	Csoarelgyek=T
1	ч. Керцесомор	cs._Kerceszomor=T
1	Читцентиван	Csitcentivan=T
1	Читроповак	Csitropovak=T
1	Читаты	Csitati=T
1	Чиризнатой	Csiriznatoj=T
1	Чинтевюдь	Csintevyugy=T
1	Чинсентуомонаш	Csinszentuomonas=T
1	Чинсенткирей	Csinszentkiré=T
1	Чимеш-Вереш вор	Csimes-Veres_vor=T
1	Чилош Побаш	Csilos_Pobas=T
1	Чилижпотош	Csilizspotos=T
1	Чикшомью	Csiksomyyu=T
1	Чикшомну	Csiksomnu=T
1	Чикшамнис	Csiksamnisz=T
1	Чикчетав	Csikcsetav=T
1	Чикчеморто	Csikcsemorto=T
1	Чиксентгишра	Csikszentgisra=T
1	Чиксенкиран	Csikszenkiran=T
1	Чикоштатен	Csikostaten=T
1	Чикминцент	Csikmincent=T
1	Чикментдемокош	Csikmentgyemokos=T
1	Чиклянсфольво	Csikljanszfalva=T
1	Чиклонешель	Csiklonesely=T
